Symbol,n1,n2,dir_thresh_symmetric,conf_thresh,Total Return (%),Total Points Captured,CAGR (Compounded Annual Return %),Simple Average Annual Return (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Total Trades
SPY,300,40,0.8,-1.5,14.76,53.62,4.71,4.93,0.3363,0.4044,-29.13,22
SPY,300,100,0.9,-1.5,14.07,56.68,4.49,4.7,0.3322,0.38,-22.13,11
SPY,40,160,0.8,-1.5,16.81,25.5,5.33,5.62,0.332,0.4459,-36.28,37
SPY,180,40,0.8,-1.5,15.77,32.24,5.01,5.27,0.3297,0.4221,-37.0,27
SPY,120,40,0.85,-1.5,16.89,57.56,5.35,5.64,0.3296,0.3915,-29.71,31
SPY,140,280,0.8,-1.5,13.54,51.21,4.33,4.52,0.3264,0.3815,-25.83,16
SPY,280,120,0.8,-1.5,13.69,51.17,4.38,4.58,0.3264,0.3804,-26.68,9
SPY,200,80,0.9,-1.5,14.07,35.26,4.5,4.7,0.3262,0.3963,-27.44,13
SPY,240,140,0.8,-1.5,13.48,53.34,4.32,4.5,0.3238,0.3651,-21.68,8
SPY,60,80,0.8,-1.5,16.43,98.68,5.21,5.49,0.3236,0.3822,-33.23,37
SPY,220,80,0.85,-1.5,13.55,40.75,4.34,4.53,0.3235,0.3755,-25.52,11
SPY,300,120,0.9,-1.5,13.5,48.82,4.32,4.51,0.3231,0.3807,-24.12,9
SPY,220,100,0.8,-1.5,13.78,51.62,4.41,4.6,0.3226,0.3848,-25.43,13
SPY,60,80,0.85,-1.5,16.34,99.85,5.19,5.46,0.3225,0.3807,-33.23,35
SPY,160,100,0.8,-1.5,15.93,36.8,5.06,5.32,0.3217,0.3771,-34.99,15
SPY,140,100,0.9,-1.5,15.95,46.25,5.07,5.33,0.3197,0.3659,-29.54,10
SPY,240,80,0.85,-1.5,13.28,39.86,4.25,4.44,0.3186,0.3718,-29.5,9
SPY,160,80,0.9,-1.5,15.6,48.24,4.96,5.21,0.3176,0.3777,-35.66,15
SPY,220,20,0.8,-1.5,13.93,50.71,4.45,4.65,0.316,0.4006,-25.42,28
SPY,220,160,0.85,-1.5,12.27,54.8,3.94,4.1,0.3081,0.359,-21.31,8
SPY,260,140,0.85,-1.5,12.47,42.1,4.01,4.17,0.3068,0.3539,-22.77,5
SPY,280,140,0.85,-1.5,12.47,42.1,4.01,4.17,0.3068,0.3539,-22.77,5
SPY,200,20,0.9,-1.5,13.15,48.93,4.21,4.39,0.304,0.3869,-31.19,22
SPY,280,160,0.9,-1.5,11.76,42.0,3.78,3.93,0.299,0.3394,-21.93,5
SPY,140,260,0.8,-1.5,11.96,44.51,3.85,3.99,0.2989,0.3494,-25.83,18
SPY,60,40,0.9,-1.5,14.36,69.38,4.58,4.8,0.2982,0.3605,-28.11,44
SPY,160,240,0.8,-1.5,12.61,68.72,4.05,4.21,0.2974,0.3739,-19.95,21
SPY,280,20,0.9,-1.5,12.31,54.15,3.95,4.11,0.2965,0.3615,-19.25,18
SPY,160,100,0.9,-1.5,13.78,27.81,4.41,4.6,0.2946,0.3438,-35.76,8
SPY,240,20,0.9,-1.5,12.1,59.51,3.89,4.04,0.2915,0.3685,-19.67,20
SPY,160,40,0.85,-1.5,13.33,32.22,4.27,4.45,0.291,0.3539,-36.05,23
SPY,240,60,0.8,-1.5,11.45,51.13,3.69,3.83,0.2877,0.3304,-30.63,17
SPY,220,60,0.85,-1.5,11.2,46.19,3.61,3.74,0.287,0.3189,-27.99,11
SPY,240,80,0.8,-1.5,11.36,35.91,3.66,3.8,0.2861,0.337,-27.96,15
SPY,280,80,0.8,-1.5,11.53,46.74,3.71,3.85,0.2853,0.3374,-31.75,14
SPY,180,160,0.9,-1.5,12.29,84.74,3.95,4.11,0.2815,0.3508,-33.16,14
SPY,180,20,0.9,-1.5,11.42,49.21,3.68,3.81,0.2772,0.3481,-25.06,22
SPY,20,140,0.9,-1.5,12.43,-18.92,3.99,4.15,0.276,0.4027,-51.57,53
SPY,280,100,0.9,-1.5,10.61,45.67,3.43,3.55,0.2736,0.3123,-27.11,11
SPY,100,100,0.85,-1.5,12.07,47.88,3.88,4.03,0.2704,0.3258,-26.4,19
SPY,80,40,0.8,-1.5,11.9,51.68,3.83,3.98,0.2683,0.3146,-29.19,40
SPY,220,80,0.8,-1.5,10.32,35.01,3.33,3.45,0.2683,0.3157,-27.93,13
SPY,220,80,0.9,-1.5,10.13,28.03,3.28,3.38,0.2652,0.3071,-28.53,9
SPY,100,260,0.8,-1.5,9.67,40.61,3.13,3.23,0.2589,0.3041,-24.74,20
SPY,20,20,0.8,-1.5,11.1,64.48,3.58,3.71,0.2574,0.3355,-33.27,96
SPY,280,140,0.8,-1.5,9.55,32.34,3.1,3.19,0.2556,0.2957,-22.77,5
SPY,260,120,0.9,-1.5,9.53,31.39,3.09,3.18,0.2551,0.2946,-26.16,7
SPY,160,240,0.85,-1.5,9.86,58.78,3.19,3.3,0.2539,0.3132,-21.8,17
SPY,160,100,0.85,-1.5,10.51,16.54,3.4,3.51,0.2522,0.2954,-38.64,11
SPY,40,120,0.85,-1.5,10.5,59.64,3.39,3.51,0.2515,0.3226,-29.35,40
SPY,200,140,0.85,-1.5,9.13,47.99,2.96,3.05,0.2513,0.2913,-23.95,10
SPY,280,120,0.9,-1.5,9.17,31.35,2.97,3.06,0.2488,0.2909,-25.82,7
SPY,120,260,0.8,-1.5,9.07,35.5,2.94,3.03,0.2483,0.2907,-25.83,20
SPY,300,160,0.8,-1.5,9.09,33.64,2.95,3.04,0.2477,0.2946,-24.38,7
SPY,20,120,0.8,-1.5,10.25,51.85,3.31,3.42,0.2474,0.3281,-30.76,70
SPY,40,80,0.9,-1.5,10.23,72.26,3.31,3.42,0.2468,0.3163,-34.91,37
SPY,100,40,0.8,-1.5,10.13,45.95,3.28,3.38,0.2461,0.29,-29.19,33
SPY,260,80,0.8,-1.5,8.96,28.07,2.91,2.99,0.2446,0.2874,-32.5,13
SPY,80,200,0.85,-1.5,9.47,90.81,3.07,3.16,0.2439,0.3128,-32.74,23
SPY,200,160,0.85,-1.5,8.65,41.73,2.81,2.89,0.2429,0.2822,-22.75,8
SPY,140,60,0.9,-1.5,9.78,34.25,3.17,3.27,0.2419,0.2829,-29.56,17
SPY,240,140,0.85,-1.5,8.58,42.6,2.79,2.87,0.2415,0.2635,-21.68,8
SPY,20,60,0.85,-1.5,9.83,26.87,3.18,3.28,0.2413,0.3351,-48.8,76
SPY,300,140,0.9,-1.5,8.34,34.51,2.71,2.79,0.2369,0.2656,-20.06,5
SPY,140,240,0.9,-1.5,8.75,52.57,2.84,2.92,0.236,0.2925,-19.91,15
SPY,280,100,0.85,-1.5,8.39,38.52,2.73,2.8,0.2349,0.2682,-27.48,11
SPY,240,20,0.85,-1.5,8.57,50.07,2.78,2.86,0.234,0.2946,-20.28,24
SPY,220,240,0.8,-1.5,8.56,58.12,2.78,2.86,0.2328,0.2919,-25.45,13
SPY,300,20,0.8,-1.5,8.43,40.25,2.74,2.82,0.2325,0.2837,-22.89,18
SPY,40,160,0.9,-1.5,9.07,18.31,2.94,3.03,0.2325,0.3021,-32.58,26
SPY,300,100,0.85,-1.5,8.23,37.83,2.68,2.75,0.2321,0.2663,-26.32,13
SPY,80,80,0.8,-1.5,9.02,78.61,2.93,3.01,0.2318,0.2761,-34.38,37
SPY,60,120,0.9,-1.5,8.89,86.46,2.89,2.97,0.2303,0.2803,-38.8,29
SPY,100,100,0.8,-1.5,8.71,43.78,2.83,2.91,0.228,0.272,-29.72,27
SPY,140,100,0.85,-1.5,8.31,21.63,2.7,2.78,0.2229,0.2561,-32.63,12
SPY,40,120,0.9,-1.5,8.11,91.06,2.64,2.71,0.2198,0.2695,-33.7,36
SPY,60,40,0.85,-1.5,7.81,36.19,2.55,2.61,0.2163,0.259,-27.3,52
SPY,100,240,0.9,-1.5,7.2,52.25,2.35,2.41,0.2106,0.256,-21.8,15
SPY,220,60,0.9,-1.5,6.9,29.74,2.25,2.31,0.2099,0.2327,-26.82,9
SPY,20,60,0.8,-1.5,7.22,18.02,2.36,2.41,0.2079,0.2889,-49.48,76
SPY,140,60,0.85,-1.5,7.09,27.21,2.32,2.37,0.2069,0.2405,-30.57,21
SPY,120,220,0.9,-1.5,7.01,76.8,2.29,2.34,0.2068,0.2626,-27.67,19
SPY,60,20,0.85,-1.5,6.81,33.36,2.22,2.27,0.2034,0.2398,-34.62,40
SPY,60,60,0.85,-1.5,6.65,84.55,2.17,2.22,0.2013,0.2427,-44.45,38
SPY,260,180,0.8,-1.5,6.46,24.4,2.11,2.16,0.201,0.2326,-26.84,8
SPY,80,240,0.9,-1.5,6.47,57.29,2.12,2.16,0.1986,0.2423,-24.41,19
SPY,220,180,0.9,-1.5,6.28,62.0,2.05,2.1,0.195,0.2464,-29.34,7
SPY,280,140,0.9,-1.5,5.99,25.65,1.96,2.0,0.1935,0.2165,-21.79,5
SPY,120,100,0.85,-1.5,5.92,19.65,1.94,1.98,0.1911,0.2282,-34.22,18
SPY,120,100,0.8,-1.5,5.84,19.98,1.91,1.95,0.1901,0.2272,-31.69,20
SPY,300,100,0.8,-1.5,5.82,31.08,1.91,1.94,0.1892,0.2164,-28.14,15
SPY,60,20,0.8,-1.5,5.54,28.9,1.82,1.85,0.1868,0.2206,-34.62,42
SPY,220,140,0.85,-1.5,5.42,30.33,1.78,1.81,0.183,0.2011,-24.12,8
SPY,40,40,0.8,-1.5,5.25,33.03,1.72,1.75,0.1823,0.237,-37.95,66
SPY,160,60,0.8,-1.5,5.02,12.76,1.65,1.68,0.1782,0.2097,-30.89,21
SPY,100,20,0.8,-1.5,4.79,44.11,1.57,1.6,0.1768,0.2079,-32.19,50
SPY,40,180,0.85,-1.5,5.1,36.0,1.68,1.7,0.1765,0.2256,-29.14,33
SPY,260,140,0.8,-1.5,4.95,20.38,1.63,1.65,0.1735,0.1967,-26.37,6
SPY,220,20,0.9,-1.5,4.93,34.63,1.62,1.65,0.1728,0.2184,-19.67,18
SPY,120,40,0.9,-1.5,4.51,8.76,1.49,1.51,0.1728,0.2042,-38.03,19
SPY,40,220,0.8,-1.5,4.84,23.72,1.59,1.62,0.1715,0.2106,-24.64,38
SPY,160,120,0.85,-1.5,4.49,50.54,1.48,1.5,0.1709,0.197,-29.62,15
SPY,240,100,0.9,-1.5,4.79,19.51,1.58,1.6,0.1707,0.1928,-26.94,7
SPY,300,140,0.8,-1.5,4.77,18.65,1.57,1.59,0.1702,0.1997,-26.2,7
SPY,60,40,0.8,-1.5,4.19,25.56,1.38,1.4,0.1687,0.2027,-28.57,56
SPY,260,140,0.9,-1.5,4.66,20.65,1.53,1.56,0.1685,0.1886,-22.77,5
SPY,160,80,0.85,-1.5,4.0,-0.2,1.32,1.34,0.1639,0.1941,-37.8,17
SPY,300,200,0.9,-1.5,4.23,20.61,1.39,1.41,0.1611,0.166,-19.43,5
SPY,200,180,0.9,-1.5,3.91,53.9,1.29,1.31,0.1559,0.1988,-29.32,11
SPY,220,20,0.85,-1.5,3.47,29.65,1.15,1.16,0.1485,0.1837,-20.09,22
SPY,20,120,0.85,-1.5,2.68,22.0,0.89,0.9,0.1459,0.1926,-34.85,67
SPY,100,40,0.85,-1.5,2.17,10.65,0.72,0.72,0.141,0.1658,-31.45,25
SPY,140,240,0.85,-1.5,1.98,29.31,0.66,0.66,0.1226,0.1516,-20.81,15
SPY,80,40,0.85,-1.5,0.56,4.33,0.19,0.19,0.1195,0.1411,-29.19,38
SPY,140,60,0.8,-1.5,0.38,3.89,0.13,0.13,0.1156,0.1347,-30.57,25
SPY,100,40,0.9,-1.5,0.31,1.95,0.1,0.1,0.1152,0.1357,-33.71,23
SPY,40,120,0.8,-1.5,0.47,30.79,0.16,0.16,0.1149,0.1472,-31.46,41
SPY,60,60,0.8,-1.5,0.16,57.5,0.05,0.05,0.1141,0.1375,-44.5,46
SPY,260,100,0.85,-1.5,1.66,13.44,0.55,0.55,0.1128,0.1285,-30.9,11
SPY,140,240,0.8,-1.5,1.28,25.84,0.42,0.43,0.1103,0.1359,-21.8,19
SPY,20,160,0.9,-1.5,-0.04,-64.27,-0.01,-0.01,0.1047,0.1454,-55.47,53
SPY,80,220,0.8,-1.5,0.74,34.36,0.25,0.25,0.102,0.1258,-22.93,27
SPY,140,80,0.85,-1.5,-0.59,-5.8,-0.2,-0.2,0.1012,0.1178,-34.4,17
SPY,240,100,0.8,-1.5,0.85,11.64,0.28,0.28,0.0976,0.1101,-32.94,13
SPY,240,100,0.85,-1.5,0.8,11.31,0.27,0.27,0.0967,0.1092,-31.49,11
SPY,260,100,0.9,-1.5,0.79,6.58,0.26,0.26,0.0964,0.109,-29.41,9
SPY,40,140,0.85,-1.5,-1.24,12.8,-0.42,-0.41,0.0883,0.1169,-39.12,34
SPY,40,140,0.9,-1.5,-1.34,46.68,-0.45,-0.45,0.087,0.1102,-37.07,30
SPY,80,200,0.9,-1.5,-0.36,59.57,-0.12,-0.12,0.0869,0.1097,-32.34,19
SPY,80,120,0.85,-1.5,-1.47,84.27,-0.49,-0.49,0.0857,0.1039,-48.44,29
SPY,100,240,0.85,-1.5,-0.17,30.32,-0.06,-0.06,0.0849,0.1045,-24.22,15
SPY,240,20,0.8,-1.5,-0.19,19.12,-0.07,-0.07,0.0828,0.1035,-20.09,24
SPY,60,20,0.9,-1.5,-2.47,-0.01,-0.83,-0.83,0.0769,0.0906,-34.62,30
SPY,20,120,0.9,-1.5,-2.53,-8.75,-0.85,-0.84,0.0712,0.0941,-40.96,54
SPY,220,140,0.9,-1.5,-0.42,7.53,-0.14,-0.14,0.07,0.0768,-26.45,6
SPY,20,160,0.8,-1.5,-2.49,-15.49,-0.84,-0.83,0.0695,0.094,-44.37,66
SPY,60,200,0.8,-1.5,-1.76,5.45,-0.59,-0.59,0.063,0.0831,-31.56,31
SPY,100,60,0.85,-1.5,-3.36,5.36,-1.14,-1.12,0.0621,0.072,-36.31,23
SPY,160,80,0.8,-1.5,-3.27,-25.49,-1.11,-1.09,0.0586,0.0692,-41.11,17
SPY,80,80,0.85,-1.5,-3.78,49.18,-1.28,-1.26,0.0578,0.0697,-40.86,33
SPY,80,120,0.8,-1.5,-3.45,70.61,-1.16,-1.15,0.0562,0.0681,-46.11,34
SPY,200,300,0.9,-1.5,-1.42,1.41,-0.48,-0.47,0.052,0.0642,-30.15,13
SPY,140,100,0.8,-1.5,-4.09,-15.07,-1.39,-1.37,0.0503,0.059,-32.86,17
SPY,120,100,0.9,-1.5,-4.42,-17.28,-1.5,-1.48,0.044,0.0515,-33.64,12
SPY,160,240,0.9,-1.5,-2.64,15.53,-0.89,-0.88,0.0406,0.0511,-25.45,13
SPY,80,220,0.85,-1.5,-2.8,24.31,-0.94,-0.93,0.0397,0.049,-25.09,23
SPY,120,220,0.8,-1.5,-3.06,39.97,-1.03,-1.02,0.0372,0.0473,-28.85,21
SPY,140,80,0.9,-1.5,-5.14,-21.64,-1.75,-1.72,0.0345,0.0404,-36.46,14
SPY,20,60,0.9,-1.5,-5.42,7.56,-1.84,-1.81,0.0337,0.0449,-50.44,56
SPY,140,80,0.8,-1.5,-5.27,-23.93,-1.79,-1.76,0.0328,0.038,-36.56,19
SPY,240,140,0.9,-1.5,-2.54,-1.36,-0.85,-0.85,0.0274,0.0299,-26.1,6
SPY,160,20,0.9,-1.5,-5.53,6.43,-1.88,-1.85,0.0244,0.0283,-27.66,25
SPY,120,220,0.85,-1.5,-3.8,35.21,-1.29,-1.27,0.0237,0.0301,-27.78,19
SPY,180,300,0.9,-1.5,-2.88,1.71,-0.97,-0.96,0.0228,0.028,-33.28,13
SPY,40,200,0.9,-1.5,-4.34,-6.63,-1.47,-1.45,0.0187,0.0238,-24.47,30
SPY,40,300,0.8,-1.5,-3.24,-4.43,-1.09,-1.08,0.0157,0.0179,-35.12,36
SPY,120,80,0.9,-1.5,-6.48,-33.03,-2.21,-2.17,0.0128,0.015,-38.85,16
SPY,280,200,0.9,-1.5,-2.9,-2.71,-0.98,-0.97,0.0104,0.0104,-22.88,6
SPY,260,100,0.8,-1.5,-3.86,-8.19,-1.31,-1.29,0.0064,0.0073,-33.57,13
SPY,240,200,0.8,-1.5,-4.52,13.7,-1.53,-1.51,0.0062,0.008,-25.45,11
SPY,80,40,0.9,-1.5,-7.45,-25.27,-2.55,-2.49,0.0038,0.0046,-30.17,32
SPY,280,100,0.8,-1.5,-4.41,-8.21,-1.49,-1.47,-0.0043,-0.0049,-31.78,13
SPY,180,180,0.9,-1.5,-7.24,18.94,-2.48,-2.42,-0.0212,-0.0263,-33.16,14
SPY,220,180,0.8,-1.5,-6.29,10.93,-2.15,-2.1,-0.0239,-0.0302,-23.53,15
SPY,120,240,0.8,-1.5,-6.14,-5.6,-2.1,-2.05,-0.024,-0.0297,-22.91,19
SPY,240,300,0.8,-1.5,-5.24,2.14,-1.78,-1.75,-0.0248,-0.0307,-29.79,13
SPY,180,300,0.85,-1.5,-5.29,-5.79,-1.8,-1.77,-0.0259,-0.0315,-30.77,15
SPY,280,220,0.9,-1.5,-4.78,-12.02,-1.62,-1.6,-0.032,-0.0329,-20.67,6
SPY,260,280,0.9,-1.5,-5.63,-7.99,-1.92,-1.88,-0.0328,-0.0389,-24.68,11
SPY,60,220,0.8,-1.5,-7.0,-11.65,-2.39,-2.34,-0.0349,-0.0438,-29.42,26
SPY,120,80,0.8,-1.5,-9.99,-45.47,-3.46,-3.34,-0.0398,-0.0465,-37.82,20
SPY,40,180,0.8,-1.5,-8.36,3.19,-2.88,-2.79,-0.0411,-0.0517,-34.85,35
SPY,200,140,0.8,-1.5,-7.48,8.87,-2.57,-2.5,-0.0412,-0.0498,-25.09,11
SPY,60,200,0.85,-1.5,-7.87,-20.76,-2.7,-2.63,-0.0441,-0.0581,-33.38,27
SPY,40,100,0.85,-1.5,-10.52,-5.59,-3.65,-3.52,-0.0442,-0.0597,-44.52,50
SPY,240,300,0.85,-1.5,-6.23,-6.9,-2.13,-2.08,-0.0454,-0.0544,-29.25,13
SPY,120,80,0.85,-1.5,-10.36,-47.04,-3.59,-3.46,-0.0458,-0.0533,-39.95,16
SPY,120,240,0.85,-1.5,-7.3,-8.9,-2.5,-2.44,-0.046,-0.0566,-22.39,17
SPY,100,120,0.9,-1.5,-10.11,49.35,-3.5,-3.38,-0.0474,-0.0559,-45.02,20
SPY,20,300,0.85,-1.5,-6.61,-22.19,-2.26,-2.21,-0.0531,-0.0606,-37.92,64
SPY,240,280,0.85,-1.5,-6.66,-8.96,-2.28,-2.23,-0.0543,-0.0648,-27.18,15
SPY,40,300,0.85,-1.5,-6.72,-20.8,-2.3,-2.24,-0.0555,-0.0633,-38.08,34
SPY,160,120,0.8,-1.5,-11.01,-10.18,-3.82,-3.68,-0.0625,-0.0725,-29.62,19
SPY,80,220,0.9,-1.5,-8.95,3.82,-3.08,-2.99,-0.0741,-0.0902,-25.21,19
SPY,60,220,0.85,-1.5,-9.25,-19.76,-3.19,-3.09,-0.0772,-0.097,-29.05,22
SPY,60,240,0.9,-1.5,-9.33,-10.88,-3.22,-3.12,-0.0849,-0.1043,-26.59,19
SPY,260,300,0.85,-1.5,-8.45,-12.78,-2.91,-2.82,-0.0919,-0.113,-30.6,11
SPY,240,280,0.9,-1.5,-8.77,-21.93,-3.02,-2.93,-0.0987,-0.1188,-29.25,13
SPY,80,60,0.8,-1.5,-14.21,23.4,-4.99,-4.75,-0.1057,-0.1233,-51.41,32
SPY,260,200,0.9,-1.5,-8.11,-22.98,-2.79,-2.71,-0.1071,-0.1071,-26.57,6
SPY,260,200,0.85,-1.5,-8.11,-22.98,-2.79,-2.71,-0.1071,-0.1071,-26.57,6
SPY,200,240,0.9,-1.5,-11.05,12.73,-3.84,-3.69,-0.1189,-0.1504,-34.56,11
SPY,260,280,0.85,-1.5,-10.02,-23.78,-3.47,-3.35,-0.1255,-0.1472,-25.95,11
SPY,200,160,0.8,-1.5,-12.0,-5.33,-4.18,-4.01,-0.1264,-0.157,-28.4,15
SPY,280,300,0.85,-1.5,-10.25,-20.28,-3.55,-3.42,-0.1304,-0.1605,-30.27,11
SPY,100,220,0.85,-1.5,-11.96,-1.04,-4.17,-4.0,-0.1327,-0.1704,-25.71,17
SPY,220,300,0.85,-1.5,-10.45,-25.83,-3.62,-3.49,-0.1347,-0.1634,-29.06,13
SPY,160,20,0.85,-1.5,-15.36,-39.73,-5.42,-5.13,-0.1352,-0.1566,-28.58,33
SPY,120,160,0.9,-1.5,-15.57,22.94,-5.5,-5.2,-0.1389,-0.1658,-43.95,18
SPY,100,20,0.9,-1.5,-16.51,-34.8,-5.85,-5.52,-0.1398,-0.1661,-33.99,38
SPY,220,180,0.85,-1.5,-12.43,-7.82,-4.34,-4.15,-0.1419,-0.1797,-29.32,13
SPY,180,160,0.85,-1.5,-14.05,-2.39,-4.93,-4.69,-0.142,-0.1762,-34.75,16
SPY,280,280,0.85,-1.5,-10.8,-32.0,-3.75,-3.61,-0.142,-0.1667,-28.15,12
SPY,140,120,0.9,-1.5,-16.21,-12.52,-5.74,-5.42,-0.1442,-0.1668,-34.12,14
SPY,100,220,0.9,-1.5,-12.62,-4.28,-4.41,-4.21,-0.1456,-0.1873,-26.15,15
SPY,180,180,0.85,-1.5,-14.5,-10.12,-5.1,-4.84,-0.1503,-0.1871,-34.44,14
SPY,240,300,0.9,-1.5,-11.25,-32.5,-3.91,-3.76,-0.1523,-0.1841,-31.17,11
SPY,60,100,0.8,-1.5,-17.39,-0.86,-6.18,-5.81,-0.1545,-0.1824,-42.19,42
SPY,220,300,0.9,-1.5,-11.37,-32.09,-3.95,-3.8,-0.1548,-0.1873,-29.6,11
SPY,20,200,0.8,-1.5,-14.01,-46.4,-4.92,-4.68,-0.159,-0.1975,-33.08,59
SPY,60,220,0.9,-1.5,-13.49,-38.31,-4.73,-4.51,-0.1594,-0.2015,-30.78,20
SPY,100,240,0.8,-1.5,-13.13,-27.41,-4.59,-4.39,-0.1604,-0.1976,-24.86,19
SPY,220,280,0.9,-1.5,-11.64,-33.3,-4.05,-3.89,-0.1607,-0.1935,-29.41,13
SPY,180,140,0.9,-1.5,-15.06,-21.44,-5.31,-5.03,-0.1608,-0.2001,-33.16,14
SPY,40,140,0.8,-1.5,-16.86,-38.03,-5.98,-5.63,-0.1614,-0.2097,-41.57,34
SPY,40,200,0.85,-1.5,-14.14,-36.5,-4.97,-4.72,-0.1616,-0.2029,-29.13,32
SPY,60,100,0.9,-1.5,-17.83,-24.06,-6.35,-5.96,-0.1622,-0.194,-40.06,24
SPY,20,300,0.9,-1.5,-11.74,-41.7,-4.09,-3.92,-0.1629,-0.1847,-40.38,56
SPY,60,120,0.85,-1.5,-17.75,-1.27,-6.32,-5.93,-0.1697,-0.2009,-44.86,29
SPY,40,180,0.9,-1.5,-15.66,-28.97,-5.53,-5.23,-0.1728,-0.2178,-40.95,27
SPY,180,220,0.8,-1.5,-14.34,9.55,-5.04,-4.79,-0.1756,-0.2207,-42.34,17
SPY,180,300,0.8,-1.5,-12.36,-32.03,-4.31,-4.13,-0.1767,-0.2118,-31.42,15
SPY,20,80,0.9,-1.5,-18.65,-63.62,-6.66,-6.23,-0.1767,-0.2336,-47.61,59
SPY,180,160,0.8,-1.5,-15.97,-8.74,-5.65,-5.34,-0.1779,-0.2198,-34.64,16
SPY,120,60,0.9,-1.5,-18.58,-71.29,-6.64,-6.21,-0.1796,-0.2101,-39.31,19
SPY,260,300,0.9,-1.5,-12.63,-37.2,-4.41,-4.22,-0.1827,-0.2202,-30.27,11
SPY,220,280,0.85,-1.5,-12.78,-36.62,-4.47,-4.27,-0.1859,-0.2246,-27.4,15
SPY,140,180,0.9,-1.5,-16.47,-9.75,-5.83,-5.5,-0.1873,-0.2372,-34.86,12
SPY,80,80,0.9,-1.5,-19.53,-11.08,-7.0,-6.53,-0.1911,-0.2315,-45.25,23
SPY,280,280,0.8,-1.5,-13.03,-41.42,-4.56,-4.35,-0.1912,-0.2247,-28.49,12
SPY,260,300,0.8,-1.5,-13.14,-32.49,-4.6,-4.39,-0.1941,-0.239,-31.21,11
SPY,120,180,0.9,-1.5,-17.01,-5.22,-6.04,-5.68,-0.1976,-0.2532,-39.07,16
