Symbol,n1,n2,dir_thresh_symmetric,conf_thresh,Total Return (%),Total Points Captured,CAGR (Compounded Annual Return %),Simple Average Annual Return (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Total Trades
SPY,80,120,0.9,-1.5,-19.17,22.87,-6.87,-6.41,-0.2017,-0.2412,-49.89,24
SPY,160,180,0.85,-1.5,-17.35,-19.7,-6.17,-5.8,-0.2041,-0.2571,-35.57,14
SPY,100,60,0.9,-1.5,-20.08,-72.3,-7.22,-6.71,-0.2057,-0.2384,-39.57,17
SPY,160,300,0.8,-1.5,-13.85,-37.36,-4.86,-4.63,-0.2101,-0.2514,-28.64,15
SPY,20,240,0.8,-1.5,-15.59,-68.02,-5.51,-5.21,-0.2118,-0.2733,-43.03,60
SPY,60,120,0.8,-1.5,-20.23,-11.66,-7.27,-6.76,-0.2133,-0.2526,-47.38,31
SPY,120,60,0.85,-1.5,-20.67,-82.54,-7.44,-6.91,-0.2162,-0.2525,-41.13,19
SPY,160,180,0.9,-1.5,-17.99,-24.98,-6.41,-6.01,-0.2165,-0.2725,-34.12,12
SPY,20,40,0.9,-1.5,-21.34,-75.0,-7.71,-7.13,-0.2226,-0.3034,-63.46,53
SPY,140,300,0.85,-1.5,-14.63,-40.15,-5.15,-4.89,-0.2281,-0.2813,-32.86,11
SPY,40,100,0.8,-1.5,-21.6,-41.13,-7.81,-7.22,-0.2283,-0.3035,-44.74,50
SPY,240,280,0.8,-1.5,-14.81,-43.35,-5.21,-4.95,-0.2317,-0.2776,-28.91,15
SPY,280,300,0.8,-1.5,-15.1,-43.58,-5.32,-5.05,-0.2386,-0.2926,-32.91,11
SPY,180,280,0.8,-1.5,-15.21,-42.31,-5.36,-5.08,-0.2409,-0.2881,-27.14,17
SPY,20,80,0.85,-1.5,-22.42,-76.46,-8.13,-7.49,-0.2428,-0.3202,-50.52,69
SPY,60,100,0.85,-1.5,-22.7,-23.81,-8.24,-7.59,-0.2472,-0.29,-42.63,36
SPY,40,100,0.9,-1.5,-23.01,-24.6,-8.36,-7.69,-0.2534,-0.3258,-48.14,44
SPY,140,160,0.9,-1.5,-22.04,-12.77,-7.98,-7.36,-0.2546,-0.3028,-41.73,16
SPY,100,120,0.85,-1.5,-22.61,-2.26,-8.21,-7.55,-0.258,-0.3035,-48.07,26
SPY,80,60,0.9,-1.5,-23.18,-19.1,-8.43,-7.74,-0.2614,-0.3003,-51.41,21
SPY,120,20,0.85,-1.5,-23.47,-53.05,-8.55,-7.84,-0.2623,-0.3011,-35.72,39
SPY,160,160,0.9,-1.5,-23.11,-25.5,-8.41,-7.72,-0.2748,-0.3252,-38.63,16
SPY,240,200,0.9,-1.5,-18.66,-29.47,-6.67,-6.24,-0.2767,-0.353,-33.06,9
SPY,180,200,0.8,-1.5,-19.57,-15.93,-7.02,-6.54,-0.279,-0.3531,-39.98,17
SPY,140,300,0.9,-1.5,-16.19,-53.8,-5.73,-5.41,-0.2797,-0.3192,-32.39,10
SPY,140,160,0.85,-1.5,-23.4,-17.77,-8.52,-7.82,-0.2802,-0.3344,-42.02,18
SPY,20,200,0.85,-1.5,-20.48,-72.17,-7.37,-6.84,-0.2894,-0.3568,-35.82,59
SPY,100,220,0.8,-1.5,-20.1,-37.06,-7.22,-6.71,-0.2952,-0.3719,-36.47,21
SPY,80,140,0.9,-1.5,-24.23,-1.91,-8.85,-8.1,-0.2954,-0.3456,-50.55,18
SPY,220,240,0.9,-1.5,-19.55,-30.58,-7.01,-6.53,-0.296,-0.3723,-34.56,7
SPY,140,300,0.8,-1.5,-17.66,-55.22,-6.28,-5.9,-0.2981,-0.3683,-33.07,13
SPY,20,220,0.8,-1.5,-20.29,-80.89,-7.3,-6.78,-0.2986,-0.3702,-40.65,71
SPY,120,60,0.8,-1.5,-25.33,-106.06,-9.3,-8.46,-0.3016,-0.3538,-42.83,23
SPY,80,280,0.8,-1.5,-17.86,-46.19,-6.36,-5.97,-0.302,-0.3704,-36.65,28
SPY,120,200,0.8,-1.5,-21.19,-21.33,-7.65,-7.08,-0.3048,-0.3883,-39.75,23
SPY,100,300,0.85,-1.5,-17.97,-45.7,-6.4,-6.0,-0.3054,-0.3745,-36.15,17
SPY,220,300,0.8,-1.5,-17.98,-60.13,-6.41,-6.01,-0.3055,-0.3645,-32.52,13
SPY,80,140,0.85,-1.5,-24.82,-2.51,-9.09,-8.29,-0.3066,-0.3585,-51.74,20
SPY,140,160,0.8,-1.5,-24.81,-22.32,-9.09,-8.29,-0.3072,-0.3666,-43.82,20
SPY,160,300,0.9,-1.5,-18.06,-64.71,-6.44,-6.03,-0.3079,-0.3723,-33.34,11
SPY,200,180,0.85,-1.5,-20.5,-36.83,-7.38,-6.85,-0.3101,-0.3918,-29.32,13
SPY,80,100,0.8,-1.5,-26.19,-38.35,-9.65,-8.75,-0.3116,-0.3808,-49.62,31
SPY,180,200,0.9,-1.5,-21.1,-22.98,-7.61,-7.05,-0.3119,-0.3889,-40.24,13
SPY,240,240,0.9,-1.5,-20.29,-35.29,-7.3,-6.78,-0.3123,-0.3932,-34.56,7
SPY,200,300,0.85,-1.5,-18.43,-65.02,-6.58,-6.16,-0.3162,-0.3791,-32.01,13
SPY,80,60,0.85,-1.5,-26.23,-33.96,-9.67,-8.76,-0.3187,-0.3703,-51.41,26
SPY,120,300,0.9,-1.5,-18.56,-54.59,-6.63,-6.2,-0.3197,-0.3909,-35.97,13
SPY,120,140,0.9,-1.5,-25.49,-25.39,-9.36,-8.52,-0.3198,-0.382,-46.09,16
SPY,140,20,0.9,-1.5,-26.43,-93.83,-9.75,-8.83,-0.3226,-0.3705,-38.65,31
SPY,100,120,0.8,-1.5,-26.17,-14.39,-9.64,-8.74,-0.3252,-0.3823,-50.45,32
SPY,120,200,0.85,-1.5,-22.14,-28.37,-8.02,-7.4,-0.3259,-0.4148,-39.14,21
SPY,80,280,0.85,-1.5,-18.87,-50.94,-6.75,-6.3,-0.3261,-0.4015,-37.43,24
SPY,160,300,0.85,-1.5,-18.97,-64.82,-6.79,-6.34,-0.3292,-0.3958,-33.06,11
SPY,20,240,0.85,-1.5,-21.07,-93.32,-7.6,-7.04,-0.3302,-0.4226,-45.7,58
SPY,20,100,0.8,-1.5,-27.15,-99.72,-10.04,-9.07,-0.3306,-0.4312,-48.88,76
SPY,120,20,0.9,-1.5,-27.71,-101.88,-10.28,-9.26,-0.3421,-0.3941,-32.1,33
SPY,140,20,0.8,-1.5,-27.46,-84.47,-10.17,-9.17,-0.3426,-0.3915,-34.93,41
SPY,20,80,0.8,-1.5,-27.83,-107.87,-10.32,-9.3,-0.3433,-0.4561,-54.89,73
SPY,60,180,0.9,-1.5,-23.92,-66.96,-8.73,-7.99,-0.3452,-0.4316,-42.29,21
SPY,100,280,0.85,-1.5,-19.7,-57.84,-7.07,-6.58,-0.3461,-0.4037,-28.27,22
SPY,140,20,0.85,-1.5,-28.42,-93.84,-10.57,-9.5,-0.3615,-0.4152,-35.5,37
SPY,20,240,0.9,-1.5,-22.57,-100.35,-8.19,-7.54,-0.364,-0.4641,-45.22,50
SPY,140,140,0.9,-1.5,-27.8,-39.34,-10.31,-9.29,-0.3655,-0.434,-43.96,16
SPY,80,100,0.9,-1.5,-29.09,-48.81,-10.85,-9.72,-0.3675,-0.4476,-52.97,21
SPY,100,280,0.9,-1.5,-20.65,-63.39,-7.44,-6.9,-0.3692,-0.4308,-30.0,20
SPY,180,140,0.85,-1.5,-25.55,-70.53,-9.39,-8.54,-0.3696,-0.4604,-37.46,14
SPY,220,280,0.8,-1.5,-20.73,-71.77,-7.47,-6.93,-0.3718,-0.444,-30.59,15
SPY,200,280,0.85,-1.5,-20.89,-75.52,-7.53,-6.98,-0.3757,-0.4509,-30.1,15
SPY,300,280,0.9,-1.5,-20.92,-75.31,-7.54,-6.99,-0.3766,-0.434,-30.2,9
SPY,120,200,0.9,-1.5,-24.57,-38.84,-8.99,-8.21,-0.3788,-0.4817,-44.29,17
SPY,160,160,0.85,-1.5,-28.45,-51.63,-10.58,-9.5,-0.3793,-0.446,-39.75,16
SPY,260,280,0.8,-1.5,-21.06,-77.43,-7.6,-7.04,-0.3795,-0.4513,-34.17,14
SPY,160,20,0.8,-1.5,-28.64,-104.78,-10.66,-9.57,-0.3832,-0.4447,-36.22,33
SPY,120,120,0.85,-1.5,-29.13,-47.87,-10.87,-9.73,-0.3839,-0.4512,-42.78,22
SPY,160,200,0.8,-1.5,-24.75,-42.74,-9.06,-8.27,-0.3882,-0.4947,-41.42,17
SPY,300,300,0.9,-1.5,-21.4,-69.99,-7.73,-7.15,-0.3887,-0.4689,-32.06,9
SPY,100,300,0.8,-1.5,-21.58,-63.75,-7.8,-7.21,-0.3928,-0.4821,-37.91,19
SPY,100,140,0.85,-1.5,-29.15,-33.76,-10.88,-9.74,-0.3929,-0.4592,-49.82,20
SPY,60,140,0.9,-1.5,-28.39,-51.77,-10.56,-9.48,-0.3933,-0.4558,-49.32,22
SPY,20,180,0.85,-1.5,-26.65,-88.84,-9.83,-8.9,-0.3942,-0.4845,-47.62,57
SPY,20,180,0.8,-1.5,-26.75,-93.21,-9.88,-8.94,-0.3966,-0.4929,-47.67,63
SPY,240,200,0.85,-1.5,-24.01,-56.63,-8.76,-8.02,-0.3967,-0.5095,-36.41,11
SPY,100,60,0.8,-1.5,-30.39,-66.47,-11.4,-10.15,-0.4003,-0.4618,-44.48,31
SPY,140,220,0.9,-1.5,-24.93,-43.41,-9.14,-8.33,-0.4024,-0.5056,-44.13,15
SPY,200,300,0.8,-1.5,-22.0,-82.03,-7.97,-7.35,-0.4032,-0.484,-32.38,13
SPY,160,200,0.85,-1.5,-25.59,-42.45,-9.4,-8.55,-0.4069,-0.516,-40.35,15
SPY,80,100,0.85,-1.5,-31.21,-64.29,-11.75,-10.43,-0.4098,-0.4987,-51.35,23
SPY,160,180,0.8,-1.5,-27.42,-67.15,-10.15,-9.16,-0.4098,-0.5166,-40.6,16
SPY,120,140,0.85,-1.5,-30.0,-46.08,-11.23,-10.02,-0.4103,-0.4889,-46.62,18
SPY,180,180,0.8,-1.5,-27.47,-67.38,-10.17,-9.18,-0.411,-0.5124,-40.77,16
SPY,100,160,0.9,-1.5,-30.04,-41.45,-11.25,-10.04,-0.412,-0.4976,-46.65,16
SPY,20,100,0.85,-1.5,-31.33,-128.67,-11.8,-10.47,-0.4128,-0.5338,-54.19,73
SPY,120,160,0.85,-1.5,-30.13,-49.23,-11.29,-10.07,-0.4139,-0.4989,-44.5,20
SPY,180,200,0.85,-1.5,-25.91,-46.99,-9.53,-8.66,-0.4188,-0.5218,-40.24,13
SPY,160,160,0.8,-1.5,-30.47,-63.75,-11.43,-10.18,-0.421,-0.4946,-39.62,16
SPY,280,280,0.9,-1.5,-22.74,-83.52,-8.26,-7.6,-0.4218,-0.486,-31.88,9
SPY,180,140,0.8,-1.5,-28.02,-79.92,-10.4,-9.36,-0.4231,-0.5249,-38.34,14
SPY,120,120,0.9,-1.5,-31.16,-60.88,-11.73,-10.41,-0.4254,-0.496,-43.36,16
SPY,120,140,0.8,-1.5,-30.98,-44.19,-11.65,-10.35,-0.4308,-0.5151,-48.99,22
SPY,80,300,0.9,-1.5,-23.26,-66.09,-8.47,-7.77,-0.4351,-0.5223,-37.77,17
SPY,120,160,0.8,-1.5,-31.17,-49.18,-11.73,-10.41,-0.4358,-0.5252,-46.96,22
SPY,100,20,0.85,-1.5,-32.64,-115.18,-12.37,-10.91,-0.439,-0.5153,-39.88,42
SPY,20,220,0.9,-1.5,-26.52,-102.94,-9.78,-8.86,-0.4405,-0.5309,-37.6,54
SPY,100,140,0.9,-1.5,-32.05,-55.35,-12.11,-10.71,-0.4536,-0.5324,-48.87,16
SPY,80,260,0.9,-1.5,-24.1,-78.06,-8.8,-8.05,-0.4542,-0.5243,-32.35,20
SPY,140,200,0.85,-1.5,-27.88,-50.92,-10.34,-9.31,-0.4542,-0.584,-43.71,17
SPY,140,200,0.9,-1.5,-28.05,-48.53,-10.42,-9.37,-0.4583,-0.5818,-45.11,11
SPY,80,280,0.9,-1.5,-24.29,-72.6,-8.88,-8.12,-0.4607,-0.5538,-35.73,22
SPY,280,300,0.9,-1.5,-24.34,-86.12,-8.9,-8.13,-0.4626,-0.5527,-35.15,9
SPY,140,180,0.85,-1.5,-29.9,-73.25,-11.19,-9.99,-0.465,-0.5909,-41.76,14
SPY,200,200,0.8,-1.5,-28.26,-72.02,-10.5,-9.44,-0.4744,-0.6014,-46.68,13
SPY,200,280,0.8,-1.5,-24.86,-94.76,-9.11,-8.3,-0.4755,-0.5681,-32.86,15
SPY,300,280,0.85,-1.5,-24.94,-95.49,-9.14,-8.33,-0.4773,-0.5467,-34.0,10
SPY,140,140,0.85,-1.5,-33.26,-68.32,-12.64,-11.11,-0.4796,-0.5665,-44.24,16
SPY,120,300,0.8,-1.5,-25.0,-86.46,-9.17,-8.35,-0.4801,-0.5868,-38.33,15
SPY,120,280,0.85,-1.5,-25.07,-93.79,-9.19,-8.37,-0.4804,-0.5605,-34.92,18
SPY,100,300,0.9,-1.5,-25.06,-79.96,-9.19,-8.37,-0.4812,-0.5826,-36.03,15
SPY,160,140,0.9,-1.5,-33.47,-94.3,-12.73,-11.18,-0.485,-0.5708,-39.43,12
SPY,60,180,0.85,-1.5,-30.49,-119.87,-11.44,-10.19,-0.4871,-0.6087,-43.81,26
SPY,160,200,0.9,-1.5,-29.08,-58.13,-10.85,-9.72,-0.4882,-0.6198,-45.04,13
SPY,100,140,0.8,-1.5,-33.73,-54.32,-12.85,-11.27,-0.4899,-0.5743,-52.12,26
SPY,220,200,0.9,-1.5,-28.37,-68.04,-10.55,-9.48,-0.4915,-0.6262,-38.41,11
SPY,120,280,0.8,-1.5,-25.63,-96.12,-9.42,-8.56,-0.495,-0.5799,-34.82,20
SPY,140,220,0.85,-1.5,-28.9,-64.12,-10.77,-9.65,-0.4957,-0.6221,-45.09,15
SPY,100,180,0.9,-1.5,-31.47,-73.16,-11.86,-10.51,-0.5009,-0.6249,-48.75,16
SPY,240,220,0.85,-1.5,-28.47,-74.98,-10.59,-9.51,-0.5035,-0.647,-39.73,9
SPY,100,280,0.8,-1.5,-26.39,-91.72,-9.73,-8.82,-0.5147,-0.6002,-34.24,24
SPY,20,220,0.85,-1.5,-29.81,-123.98,-11.15,-9.96,-0.5165,-0.6351,-44.79,67
SPY,120,300,0.85,-1.5,-26.44,-93.43,-9.75,-8.83,-0.5177,-0.6267,-36.85,13
SPY,80,260,0.85,-1.5,-26.6,-90.91,-9.82,-8.89,-0.519,-0.6005,-34.44,20
SPY,40,200,0.8,-1.5,-30.9,-97.59,-11.62,-10.32,-0.5238,-0.6322,-35.13,35
SPY,240,220,0.8,-1.5,-29.3,-79.71,-10.94,-9.79,-0.5241,-0.6746,-40.2,9
SPY,140,200,0.8,-1.5,-30.86,-67.29,-11.6,-10.31,-0.5243,-0.6741,-44.24,19
SPY,80,140,0.8,-1.5,-35.3,-67.22,-13.54,-11.79,-0.5246,-0.6166,-49.67,26
SPY,120,120,0.8,-1.5,-36.02,-83.25,-13.86,-12.04,-0.5304,-0.6248,-50.0,26
SPY,120,180,0.85,-1.5,-33.28,-87.26,-12.64,-11.12,-0.5433,-0.7006,-47.52,18
SPY,300,280,0.8,-1.5,-27.46,-107.83,-10.17,-9.17,-0.5434,-0.6225,-35.54,10
SPY,120,20,0.8,-1.5,-37.48,-123.55,-14.52,-12.52,-0.545,-0.6284,-42.34,39
SPY,60,180,0.8,-1.5,-33.06,-131.98,-12.55,-11.05,-0.5476,-0.684,-47.49,28
SPY,80,260,0.8,-1.5,-27.69,-98.53,-10.26,-9.25,-0.5477,-0.6333,-35.41,22
SPY,80,300,0.8,-1.5,-27.63,-95.35,-10.24,-9.23,-0.5488,-0.6478,-36.82,19
SPY,200,220,0.8,-1.5,-31.24,-84.28,-11.76,-10.44,-0.5543,-0.691,-46.58,11
SPY,80,180,0.9,-1.5,-33.48,-74.18,-12.73,-11.19,-0.5551,-0.6928,-48.63,20
SPY,120,180,0.8,-1.5,-33.78,-84.15,-12.87,-11.29,-0.5554,-0.7159,-49.9,20
SPY,80,300,0.85,-1.5,-28.31,-92.39,-10.52,-9.46,-0.5674,-0.6815,-38.46,17
SPY,220,200,0.85,-1.5,-31.59,-86.37,-11.91,-10.55,-0.5715,-0.7278,-40.42,11
SPY,100,180,0.85,-1.5,-34.5,-90.37,-13.18,-11.53,-0.5726,-0.7118,-47.52,18
SPY,100,200,0.85,-1.5,-33.03,-77.48,-12.54,-11.04,-0.5763,-0.7314,-47.78,19
SPY,200,200,0.9,-1.5,-31.99,-87.36,-12.09,-10.69,-0.582,-0.7415,-38.59,11
SPY,300,300,0.85,-1.5,-28.91,-107.5,-10.77,-9.66,-0.5839,-0.6965,-36.91,9
SPY,60,140,0.8,-1.5,-38.38,-103.17,-14.93,-12.82,-0.5855,-0.6767,-55.6,25
SPY,160,220,0.8,-1.5,-33.04,-93.04,-12.54,-11.04,-0.5976,-0.7527,-46.86,17
SPY,100,200,0.8,-1.5,-34.05,-87.27,-12.98,-11.38,-0.6019,-0.7575,-45.94,23
SPY,200,180,0.8,-1.5,-33.64,-102.55,-12.81,-11.24,-0.607,-0.7619,-41.32,15
SPY,240,220,0.9,-1.5,-32.67,-99.05,-12.38,-10.91,-0.6103,-0.7958,-44.68,9
SPY,300,300,0.8,-1.5,-30.15,-114.07,-11.3,-10.07,-0.6181,-0.7378,-37.78,9
SPY,140,180,0.8,-1.5,-36.74,-111.39,-14.19,-12.28,-0.6277,-0.8074,-47.39,20
SPY,140,120,0.85,-1.5,-40.37,-127.03,-15.86,-13.49,-0.6308,-0.7295,-44.7,16
SPY,200,200,0.85,-1.5,-33.9,-99.44,-12.92,-11.33,-0.6314,-0.7956,-42.63,11
SPY,220,200,0.8,-1.5,-34.32,-101.12,-13.1,-11.46,-0.6424,-0.8178,-40.68,11
SPY,60,140,0.85,-1.5,-40.89,-113.51,-16.11,-13.66,-0.6556,-0.7487,-52.79,22
SPY,60,280,0.8,-1.5,-31.63,-126.13,-11.93,-10.57,-0.6585,-0.7934,-46.71,28
SPY,140,140,0.8,-1.5,-41.52,-111.51,-16.41,-13.87,-0.6603,-0.7654,-47.62,18
SPY,100,160,0.85,-1.5,-41.18,-101.29,-16.25,-13.76,-0.6641,-0.8022,-54.07,22
SPY,160,220,0.85,-1.5,-35.69,-105.55,-13.71,-11.92,-0.6683,-0.8375,-46.18,15
SPY,20,280,0.8,-1.5,-32.7,-134.71,-12.39,-10.92,-0.6891,-0.8262,-46.96,66
SPY,160,140,0.8,-1.5,-42.33,-136.61,-16.8,-14.14,-0.6926,-0.8125,-47.5,16
SPY,140,220,0.8,-1.5,-36.78,-111.11,-14.2,-12.29,-0.6961,-0.8742,-47.48,17
SPY,160,140,0.85,-1.5,-43.11,-143.29,-17.18,-14.4,-0.7126,-0.8367,-48.22,14
SPY,40,280,0.9,-1.5,-33.77,-127.74,-12.86,-11.28,-0.7203,-0.8501,-46.76,31
SPY,20,100,0.9,-1.5,-44.98,-202.11,-18.1,-15.03,-0.722,-0.9417,-61.73,56
SPY,100,200,0.9,-1.5,-38.69,-113.87,-15.08,-12.92,-0.7236,-0.9229,-53.0,13
SPY,180,220,0.9,-1.5,-37.75,-107.21,-14.64,-12.61,-0.7242,-0.9162,-50.24,13
SPY,80,160,0.9,-1.5,-43.69,-112.02,-17.46,-14.6,-0.7279,-0.8453,-52.77,16
SPY,20,260,0.8,-1.5,-34.45,-137.15,-13.16,-11.51,-0.7381,-0.8755,-46.67,69
SPY,40,280,0.8,-1.5,-34.48,-131.23,-13.17,-11.52,-0.7411,-0.872,-47.77,37
SPY,60,160,0.9,-1.5,-43.37,-136.55,-17.3,-14.49,-0.7433,-0.8456,-49.17,22
SPY,40,280,0.85,-1.5,-34.68,-134.87,-13.26,-11.59,-0.7472,-0.8806,-49.06,35
SPY,220,220,0.8,-1.5,-38.72,-122.61,-15.1,-12.94,-0.7634,-0.9704,-43.79,9
SPY,40,300,0.9,-1.5,-35.27,-132.67,-13.53,-11.78,-0.7659,-0.8854,-44.57,27
SPY,20,180,0.9,-1.5,-42.56,-185.09,-16.91,-14.22,-0.7828,-0.9604,-60.1,49
SPY,60,280,0.9,-1.5,-36.2,-142.76,-13.94,-12.09,-0.7931,-0.9663,-48.61,26
SPY,40,260,0.8,-1.5,-36.34,-149.5,-14.01,-12.14,-0.7952,-0.9212,-48.92,40
SPY,20,200,0.9,-1.5,-41.72,-164.55,-16.5,-13.94,-0.8081,-0.9899,-46.84,47
SPY,220,220,0.9,-1.5,-40.3,-133.42,-15.83,-13.46,-0.8089,-1.0434,-48.4,9
SPY,100,160,0.8,-1.5,-46.82,-136.32,-19.02,-15.64,-0.8107,-0.9747,-57.64,24
SPY,180,220,0.85,-1.5,-41.0,-128.01,-16.16,-13.7,-0.8164,-1.0333,-50.63,13
SPY,100,180,0.8,-1.5,-43.91,-146.27,-17.57,-14.67,-0.8185,-1.0078,-53.25,20
SPY,80,180,0.85,-1.5,-43.97,-135.18,-17.6,-14.69,-0.82,-1.013,-53.55,22
SPY,140,120,0.8,-1.5,-48.06,-175.94,-19.66,-16.06,-0.8255,-0.9571,-53.08,21
SPY,80,180,0.8,-1.5,-44.2,-141.63,-17.71,-14.77,-0.8266,-1.019,-53.17,26
SPY,40,260,0.9,-1.5,-37.34,-151.17,-14.46,-12.48,-0.8278,-0.9568,-46.05,33
SPY,200,220,0.9,-1.5,-41.07,-139.5,-16.2,-13.72,-0.8315,-1.0733,-48.83,9
SPY,60,300,0.8,-1.5,-37.45,-161.15,-14.51,-12.51,-0.8323,-0.9697,-44.68,23
SPY,80,160,0.8,-1.5,-47.62,-143.67,-19.43,-15.91,-0.8324,-0.9547,-54.76,28
SPY,80,160,0.85,-1.5,-48.15,-138.8,-19.7,-16.09,-0.8474,-0.9858,-56.1,24
SPY,60,280,0.85,-1.5,-37.97,-154.3,-14.75,-12.69,-0.8479,-1.0342,-49.8,26
SPY,40,260,0.85,-1.5,-38.02,-160.16,-14.77,-12.7,-0.8491,-0.9829,-50.13,36
SPY,20,40,0.8,-1.5,-49.96,-202.49,-20.65,-16.69,-0.8512,-1.0677,-59.24,74
SPY,20,40,0.85,-1.5,-50.29,-206.6,-20.83,-16.8,-0.8604,-1.0786,-59.51,72
SPY,200,220,0.85,-1.5,-42.37,-148.08,-16.82,-14.16,-0.8703,-1.1146,-50.82,9
SPY,20,280,0.85,-1.5,-38.76,-171.79,-15.11,-12.95,-0.8723,-1.0341,-51.3,65
SPY,220,220,0.85,-1.5,-43.21,-151.92,-17.22,-14.44,-0.8958,-1.1503,-48.61,9
SPY,60,160,0.85,-1.5,-49.97,-173.63,-20.65,-16.69,-0.8996,-1.0072,-55.0,24
SPY,60,300,0.9,-1.5,-40.1,-174.11,-15.74,-13.4,-0.9167,-1.0637,-45.47,19
SPY,60,160,0.8,-1.5,-50.93,-180.72,-21.17,-17.01,-0.9277,-1.0387,-55.87,26
SPY,20,260,0.85,-1.5,-40.92,-177.08,-16.12,-13.67,-0.939,-1.1025,-51.03,67
SPY,20,280,0.9,-1.5,-40.83,-177.7,-16.08,-13.64,-0.9398,-1.1091,-50.66,56
SPY,160,220,0.9,-1.5,-45.34,-157.83,-18.27,-15.15,-0.9479,-1.1951,-54.93,11
SPY,60,260,0.9,-1.5,-41.65,-180.33,-16.47,-13.91,-0.9642,-1.1095,-47.2,20
SPY,60,300,0.85,-1.5,-42.34,-189.72,-16.8,-14.14,-0.9907,-1.1497,-47.44,19
SPY,20,260,0.9,-1.5,-44.27,-203.09,-17.74,-14.79,-1.0523,-1.2344,-54.37,55
SPY,60,260,0.8,-1.5,-45.01,-207.71,-18.11,-15.04,-1.0783,-1.2443,-49.76,22
SPY,60,260,0.85,-1.5,-45.86,-212.41,-18.54,-15.32,-1.1088,-1.2781,-50.79,20
